newspapers,http://mlive.com/ann-arbor,Ann Arbor News
newspapers,http://annarborchronicle.com,Ann Arbor Chronicle
newspapers,http://annarborchronicle.com/recent-comments/,Ann Arbor Chronicle comments
newspapers,http://m.freep.com/,Detroit Free Press
newspapers,http://m.detnews.com/,Detroit News
newspapers,http://mobile.nytimes.com,New York Times
newspapers,http://m.washingtonpost.com,Washington Post
newspapers,http://mobile.reuters.com,Reuters
newspapers,http://mobile.chicagotribune.com/,Chicago Tribune
newspapers,http://m.guardian.co.uk,The Guardian
newspapers,http://mobile.latimes.com/,Los Angeles Times
newspapers,http://mobile.theonion.com,The Onion
newspapers,http://mobile.miningjournal.net/page/wap.home/,Michigan - Marquette Mining Journal
newspapers,http://m.lsj.com,Michigan - Lansing State Journal
newspapers,http://m.sltrib.com/,Utah - Salt Lake Tribune
